gene_name	CN_high	n_cells_high	median_SCT_count_high	mean_SCT_count_high	CN_low	n_cells_low	median_SCT_count_low	mean_SCT_count_low	mean_expected_high	log10_abs_diff	highlight
YWHAE	3	29	271	282.379310344828	2	97	224	240.59793814433	360.896907216495	1.89496699901068	FALSE
MRPL13	7	23	344	328.391304347826	6	79	310	348.493670886076	406.575949367089	1.89312146868395	FALSE
RDH11	5	16	63.5	221.25	3	40	27	85.9	143.166666666667	1.89255834484015	FALSE
HIF1A	3	40	62	141.525	2	32	105	146.3125	219.46875	1.89178129656995	FALSE
S100A6	6	19	71	175.368421052632	3	43	0	48.7674418604651	97.5348837209302	1.8911667684512	FALSE
EGR1	3	41	22	206.80487804878	2	89	46	189.719101123595	284.578651685393	1.89083317173123	FALSE
CIR1	4	99	83	157.656565656566	3	23	29	60.1739130434783	80.231884057971	1.88887942803906	FALSE
OAZ2	5	14	0	61.2857142857143	4	53	51	110.943396226415	138.679245283019	1.88870466133424	FALSE
MCL1	8	20	340	480.6	4	36	195	278.972222222222	557.944444444444	1.88842912432146	FALSE
CST3	3	74	76	114.5	2	48	58.5	127.708333333333	191.5625	1.88684309393981	FALSE
TRPS1	7	23	161	327.608695652174	6	79	279	346.772151898734	404.567510548523	1.88625837129666	FALSE
EMC4	5	16	286	246.375	4	50	127	135.62	169.525	1.88564387183576	FALSE
NUPR1	3	73	63	92.2876712328767	2	41	88	112.560975609756	168.841463414634	1.88396670885296	FALSE
MAP4K4	4	90	63.5	128.933333333333	3	10	8.5	39.3	52.4	1.88385062900627	FALSE
RPA3	5	90	88.5	141.877777777778	4	28	161.5	174.678571428571	218.348214285714	1.88349356923231	FALSE
CALM2	3	83	983	1114.92771084337	2	38	823	794.263157894737	1191.39473684211	1.88347419967688	FALSE
RPL13P12	3	29	200	181.931034482759	2	97	160	172.216494845361	258.324742268041	1.8830575891167	FALSE
NEMF	4	24	194.5	233.833333333333	3	47	4	118.170212765957	157.560283687943	1.88237111124628	FALSE
ISLR	4	32	71.5	173.1875	3	72	106.5	186.944444444444	249.259259259259	1.88122346000096	FALSE
ITM2B	3	41	192	267.243902439024	1	10	38	114.4	343.2	1.88056264364698	FALSE
EMC4	4	50	127	135.62	3	59	129	158.186440677966	210.915254237288	1.87676760404254	FALSE
FDPS	6	19	65	120	4	47	56	130.191489361702	195.287234042553	1.87672134200556	FALSE
SNRNP200	5	26	54.5	115.076923076923	4	90	33.5	152.266666666667	190.333333333333	1.87654349855713	FALSE
CHURC1	5	16	217.5	240.375	2	32	35.5	66.0625	165.15625	1.87632611195512	FALSE
DYNC1I2	4	99	73	131.20202020202	3	23	18	42.0869565217391	56.1159420289855	1.87555942125038	FALSE
FKBP3	4	24	156.5	244.166666666667	3	47	47	127.085106382979	169.446808510638	1.87343603878263	FALSE
VKORC1	4	16	0	20.25	2	41	37	47.4146341463415	94.8292682926829	1.87261811812412	FALSE
FKBP3	3	47	47	127.085106382979	2	57	92	134.385964912281	201.578947368421	1.87212036755892	FALSE
NFKBIA	3	47	4	180.489361702128	2	57	32	169.929824561404	254.894736842105	1.87160431067101	FALSE
VDAC3	5	82	31	98.8780487804878	4	41	110	138.268292682927	172.835365853659	1.86898114800564	FALSE
SLIRP	5	16	334.5	419.4375	3	40	261	296	493.333333333333	1.86861995109636	FALSE
ESD	3	41	92	157.487804878049	1	10	4.5	77.1	231.3	1.8681281211269	FALSE
LSM5	2	39	0	105.358974358974	1	90	58.5	89.3555555555556	178.711111111111	1.86541276938784	FALSE
HSPE1	2	113	358	440.557522123894	1	15	205	183.666666666667	367.333333333333	1.86465456907696	FALSE
RAB11A	5	14	271.5	392.857142857143	4	53	235	255.735849056604	319.669811320755	1.86443591275254	FALSE
PPIG	4	99	199	312.272727272727	3	23	94	179.347826086957	239.130434782609	1.86416856825531	FALSE
UQCRB	7	11	758	699	6	70	643	661.714285714286	772	1.86332286012046	FALSE
CSTB	3	11	0	114.818181818182	1	14	0	62.5714285714286	187.714285714286	1.86270431704719	FALSE
ENSA	8	20	305	283.55	3	52	81.5	133.480769230769	355.948717948718	1.85973087568987	FALSE
MYL12B	6	58	831	870.603448275862	5	34	603	665.205882352941	798.247058823529	1.85947688765088	FALSE
SPTSSA	4	24	163.5	261.791666666667	3	47	61	142.276595744681	189.702127659574	1.85787224833788	FALSE
KPNB1	2	117	52	100.230769230769	1	12	0	14.25	28.5	1.85570548817389	FALSE
SNW1	4	41	16	68.9268292682927	2	32	28.5	70.25	140.5	1.85475025712986	FALSE
KIF5B	2	95	116	183.463157894737	1	35	0	55.9714285714286	111.942857142857	1.85442933205474	FALSE
CHURC1	5	16	217.5	240.375	3	40	65.5	101.4	169	1.8535461212539	FALSE
RBM25	5	16	146	208.9375	4	41	104	224.19512195122	280.243902439024	1.85312852591226	FALSE
TPM3	4	47	239	286.382978723404	3	43	158	161.511627906977	215.348837209302	1.8514671361459	FALSE
VMP1	2	96	40	128.729166666667	1	34	0	28.9411764705882	57.8823529411765	1.85032032300191	FALSE
PRRC2C	6	19	175	385.105263157895	4	47	250	303.893617021277	455.840425531915	1.84963535479864	FALSE
PDIA6	4	11	141	279.545454545455	3	83	119	156.650602409639	208.867469879518	1.84928415740318	FALSE
AHSA1	5	16	28.5	90.375	2	32	29.5	64.375	160.9375	1.84857395926904	FALSE
S100A6	4	47	100	135.531914893617	3	43	0	48.7674418604651	65.0232558139535	1.8482424554253	FALSE
LAMTOR2	6	19	279	266.842105263158	4	47	102	130.978723404255	196.468085106383	1.84741236106056	FALSE
WNK1	4	10	43.5	60.3	3	116	53.5	97.8620689655172	130.48275862069	1.8462304347001	FALSE
SEL1L	5	16	25.5	74.875	2	32	26	58	145	1.84587287426422	FALSE
ERH	4	41	430	455.926829268293	3	40	253	289.55	386.066666666667	1.84422959213625	FALSE
RER1	3	47	55	221.255319148936	2	82	21.5	100.963414634146	151.44512195122	1.84391886478994	FALSE
METTL9	4	16	0	118.9375	2	41	16	94.3170731707317	188.634146341463	1.84321188124812	FALSE
TSHZ2	4	82	57	145.475609756098	3	41	50	161.146341463415	214.861788617886	1.84127297129294	FALSE
EIF2S1	5	16	108	189.4375	2	32	67.5	103.40625	258.515625	1.83934054092199	FALSE
DHRS7	5	16	67	196.75	2	32	74	106.3125	265.78125	1.83904573755153	FALSE
DPT	4	47	145	225.829787234043	3	43	0	117.674418604651	156.899224806202	1.83841182206464	FALSE
NREP	3	41	134	167.121951219512	2	88	109.5	157.340909090909	236.011363636364	1.8381524805105	FALSE
RAB11A	4	53	235	255.735849056604	3	56	159.5	243.339285714286	324.452380952381	1.83706123265476	FALSE
SNW1	5	16	65.5	154.75	4	41	16	68.9268292682927	86.1585365853659	1.8362700687299	FALSE
TMED10	5	16	729.5	759.3125	4	41	417	552.780487804878	690.975609756098	1.83465521179605	FALSE
PRDX6	6	19	333	404.157894736842	4	47	280	314.978723404255	472.468085106383	1.83448549564553	FALSE
POLR1D	3	41	5	59.7073170731707	2	74	44	85.3378378378378	128.006756756757	1.83441714082172	FALSE
CSNK1A1	3	41	35	80.609756097561	2	89	43	99.1348314606742	148.702247191011	1.83309922268399	FALSE
COL6A3	2	109	104	205.192660550459	1	16	7.5	68.625	137.25	1.83214254930115	FALSE
KRTCAP2	6	19	192	245.947368421053	3	43	139	156.883720930233	313.767441860465	1.83135825572096	FALSE
SRRM1	3	47	50	258.468085106383	2	82	67.5	127.219512195122	190.829268292683	1.83019600200413	FALSE
NFAT5	2	48	3	58.5208333333333	1	15	6	63	126	1.82916971063459	FALSE
ESD	3	41	92	157.487804878049	2	74	117.5	149.972972972973	224.959459459459	1.82912136032227	FALSE
ZFAND6	5	15	76	144.733333333333	4	32	11.5	61.9375	77.421875	1.82808899984598	FALSE
SEC23A	4	24	168.5	217.958333333333	2	57	46	142.614035087719	285.228070175439	1.82781972873461	FALSE
RNPS1	4	16	41.5	153.875	2	41	13	43.5121951219512	87.0243902439024	1.82510537289196	FALSE
COX4I1	3	67	495	507.194029850746	2	48	263	293.583333333333	440.375	1.82490016580187	FALSE
CAPZA2	3	31	3	126.58064516129	2	90	0	128.911111111111	193.366666666667	1.82468557297926	FALSE
GNG5	3	49	28	67.9795918367347	2	80	87.5	89.7875	134.68125	1.82413663035141	FALSE
SEL1L	5	16	25.5	74.875	3	40	8.5	84.925	141.541666666667	1.82390874094432	FALSE
AC005062.2	4	91	157	188.296703296703	3	30	189	191.066666666667	254.755555555556	1.82255283676287	FALSE
METTL9	3	73	0	75.041095890411	2	41	16	94.3170731707317	141.475609756098	1.82239376140378	FALSE
SNRNP27	3	83	12	70.8795180722892	2	38	63.5	91.4473684210526	137.171052631579	1.82145807246327	FALSE
NDUFAB1	3	73	253	251.232876712329	2	41	210	211.536585365854	317.30487804878	1.8200174618895	FALSE
FN1	2	113	194	362.716814159292	1	15	81	148.333333333333	296.666666666667	1.8198737917486	FALSE
UBE2V2	6	65	256	285.815384615385	5	56	229	293.142857142857	351.771428571429	1.81925459876774	FALSE
TPT1	3	41	1113	1376.63414634146	1	10	402.5	437	1311	1.81712984104402	FALSE
PDIA6	4	11	141	279.545454545455	2	36	84.5	106.972222222222	213.944444444444	1.81691052653904	FALSE
EID1	5	14	760.5	781.5	3	56	419	429.589285714286	715.982142857143	1.81635968474975	FALSE
RDH11	3	40	27	85.9	2	32	88	100.78125	151.171875	1.81472608841924	FALSE
NFIA	3	49	317	631.448979591837	2	80	425.5	464.45	696.675	1.81442088201018	FALSE
EIF4EBP1	5	82	273	393.30487804878	4	41	158	262.463414634146	328.079268292683	1.81441814775648	FALSE
FMNL2	5	25	31	207.44	4	80	43.5	113.8125	142.265625	1.81407687512456	FALSE
UNC50	5	26	111.5	186.846153846154	3	10	53	151.2	252	1.81394005802387	FALSE
TMED3	4	32	122.5	169.5	3	72	114	175.708333333333	234.277777777778	1.81142604531969	FALSE
SNHG19	3	73	66	167.684931506849	2	41	55	68.7317073170732	103.09756097561	1.8101476039886	FALSE
SSBP1	3	31	103	158.58064516129	2	90	138	148.733333333333	223.1	1.80969001601095	FALSE
DDX1	4	11	166	236.363636363636	2	36	16.5	85.9722222222222	171.944444444444	1.80901527268428	FALSE
EIF2S1	3	40	11	90.75	2	32	67.5	103.40625	155.109375	1.80861181797253	FALSE
MATN2	6	70	36.5	108.685714285714	5	45	69	143.933333333333	172.72	1.80641256944526	FALSE
YME1L1	2	95	30	93.2736842105263	1	35	3	78.5714285714286	157.142857142857	1.80529129234007	FALSE
BIRC6	4	11	22	147.636363636364	2	36	4.5	41.8888888888889	83.7777777777778	1.80521929690601	FALSE
SRSF5	4	41	178	341.19512195122	3	40	108	208.075	277.433333333333	1.80456049119833	FALSE
FAT1	3	81	45	131.024691358025	2	46	91	129.717391304348	194.576086956522	1.80312509216888	FALSE
SUPT16H	4	24	37.5	121.166666666667	3	47	75	138.510638297872	184.68085106383	1.80287072556753	FALSE
PARK7	3	47	173	248.170212765957	2	82	204.5	207.719512195122	311.579268292683	1.80215128445039	FALSE
MRPL57	2	74	72.5	92.2027027027027	1	10	0	14.5	29	1.80073565017753	FALSE
MAF	3	67	101	201.761194029851	2	48	59.5	176.541666666667	264.8125	1.7996940864643	FALSE
ANP32E	4	36	57.5	123.555555555556	3	52	34	139.75	186.333333333333	1.79780593838011	FALSE
DECR1	7	11	126	131	6	70	92.5	166.042857142857	193.716666666667	1.79738296793622	FALSE
BTF3L4	3	49	8	61.0816326530612	2	80	32	82.35	123.525	1.79548631496632	FALSE
RDH11	4	41	112	176.756097560976	3	40	27	85.9	114.533333333333	1.79394930060338	FALSE
TUSC3	3	92	48	112.95652173913	2	37	31	116.702702702703	175.054054054054	1.79307434215234	FALSE
ISLR	5	15	121	154.733333333333	4	32	71.5	173.1875	216.484375	1.79064428802514	FALSE
ANKRD36	5	26	77.5	142.461538461538	3	10	68.5	122.5	204.166666666667	1.79032125898688	FALSE
LY6E	7	23	406	340.695652173913	6	79	234	344.911392405063	402.396624472574	1.79029200780336	FALSE
SNHG14	4	50	39	129.46	3	59	61	143.084745762712	190.779661016949	1.78759974535267	FALSE
ZC3H13	3	41	11	68.1951219512195	2	74	27.5	86.3378378378378	129.506756756757	1.78754289625378	FALSE
ACTR10	3	39	56	105.205128205128	2	30	52.5	111	166.5	1.78742414100531	FALSE
SPTSSA	4	24	163.5	261.791666666667	2	57	12	100.263157894737	200.526315789474	1.78721492513385	FALSE
PSMA3	4	42	231	278.452380952381	2	30	97.5	108.633333333333	217.266666666667	1.78665003438231	FALSE
TBCA	2	96	50	86.6041666666667	1	14	1.5	12.7857142857143	25.5714285714286	1.78556285402965	FALSE
ACTR10	5	13	91	236.307692307692	3	39	56	105.205128205128	175.34188034188	1.78508636227452	FALSE
SLTM	4	53	48	99.3396226415094	3	56	55.5	120.214285714286	160.285714285714	1.78494586037641	FALSE
MRPL52	4	24	108	115.291666666667	2	57	75	88.1052631578947	176.210526315789	1.7847517651051	FALSE
KMT2C	4	63	108	167.761904761905	3	24	41	171.291666666667	228.388888888889	1.78266596491012	FALSE
KTN1	5	13	166	270	3	39	106	198.333333333333	330.555555555556	1.78215399283732	FALSE
SEC22B	8	20	102.5	107.6	7	13	3	41.2307692307692	47.1208791208791	1.78160546966045	FALSE
HNRNPU	2	110	159.5	279.181818181818	1	12	89	169.75	339.5	1.78044824204223	FALSE
NDUFB10	3	73	147	188.602739726027	2	41	63	85.6341463414634	128.451219512195	1.77924660777122	FALSE
JMJD1C	2	95	10	97.0631578947368	1	35	10	78.5714285714286	157.142857142857	1.77872774997466	FALSE
MRPL22	3	42	32.5	78.8095238095238	2	88	62.5	92.5454545454545	138.818181818182	1.77821391461893	FALSE
COX16	5	16	80.5	97.5625	2	32	52	63	157.5	1.77769862451474	FALSE
PKM	4	32	15	116.78125	3	72	13	42.7638888888889	57.0185185185185	1.77643043887804	FALSE
HNRNPA0	3	41	49	97	2	89	26	104.505617977528	156.758426966292	1.77639915693233	FALSE
PSMA3	5	13	444	331.230769230769	2	30	97.5	108.633333333333	271.583333333333	1.77559177911232	FALSE
SNRPE	4	22	606	601.136363636364	3	16	489	495.4375	660.583333333333	1.77412972140338	FALSE
SSR2	6	19	1280	1218.21052631579	4	47	674	772.702127659574	1159.05319148936	1.77200859980341	FALSE
VAPA	2	95	389	375.263157894737	1	35	64	158.114285714286	316.228571428571	1.7711065253789	FALSE
MTDH	6	70	246.5	327.885714285714	5	45	173	224.288888888889	269.146666666667	1.76892690069639	FALSE
DHRS7	5	16	67	196.75	4	41	75	110.487804878049	138.109756097561	1.7681957679984	FALSE
ARF5	3	31	108	186.161290322581	2	90	54	85.0444444444445	127.566666666667	1.76785776919751	FALSE
DDX24	5	17	33	173.588235294118	3	54	42	69.0555555555556	115.092592592593	1.76712351700249	FALSE
RAB1A	3	83	254	278.903614457831	2	38	180.5	224.894736842105	337.342105263158	1.76669899159864	FALSE
DYNC1H1	5	17	99	140.941176470588	4	52	20	66.0769230769231	82.5961538461539	1.76600381258457	FALSE
POLR1D	2	74	44	85.3378378378378	1	10	0	13.5	27	1.76595032892529	FALSE
ROMO1	4	82	358	383.829268292683	3	41	196	244.121951219512	325.49593495935	1.76591679396663	FALSE
GPX8	3	40	190.5	241.275	2	89	139	199.719101123595	299.578651685393	1.7656957564254	FALSE
PDIA3P1	8	20	9	10.1	4	36	22	34.1666666666667	68.3333333333333	1.76517165026327	FALSE
DLC1	3	92	27.5	122.586956521739	2	37	65	120.486486486486	180.72972972973	1.76449574226421	FALSE
SUPT16H	4	24	37.5	121.166666666667	2	57	59	89.5964912280702	179.19298245614	1.76362499718705	FALSE
ANKRD36	5	26	77.5	142.461538461538	4	90	70	160.288888888889	200.361111111111	1.76267535825909	FALSE
HSPA9	3	41	61	130.19512195122	2	89	54	125.370786516854	188.056179775281	1.76238636921783	FALSE
IL6ST	3	40	159.5	224.675	2	89	41	111.438202247191	167.157303370787	1.75980148583706	FALSE
AHSA1	4	41	19	71.4878048780488	2	32	29.5	64.375	128.75	1.75786799249937	FALSE
PDS5B	2	74	125	241.5	1	10	0	92.2	184.4	1.75663610824585	FALSE
COX7A2L	3	83	255	263.626506024096	2	38	196	213.736842105263	320.605263157895	1.75571297182834	FALSE
SNHG3	3	47	52	121.893617021277	2	82	46	119.231707317073	178.84756097561	1.75552380353886	FALSE
NFAT5	3	67	44	132.149253731343	1	15	6	63	189	1.75473616996012	FALSE
SNHG14	5	16	139.5	181.625	3	59	61	143.084745762712	238.474576271186	1.7547272320181	FALSE
AGO2	7	23	36	152.347826086957	5	24	34.5	68.375	95.725	1.75299154152751	FALSE
LAPTM4B	7	11	191	192.181818181818	5	45	108	177.666666666667	248.733333333333	1.75244424521421	FALSE
VKORC1	4	16	0	20.25	3	73	43	57.5342465753425	76.7123287671233	1.75175878648986	FALSE
NDUFS4	3	40	161	216.6	2	89	74	106.797752808989	160.196629213483	1.75130505912944	FALSE
ZFP36L1	4	41	192	277.731707317073	2	32	136.5	167.03125	334.0625	1.75074586263955	FALSE
KATNBL1	5	16	96.5	165.125	3	59	18	65.4915254237288	109.152542372881	1.74797437623787	FALSE
HNRNPR	3	47	38	156.170212765957	2	82	91	141.365853658537	212.048780487805	1.74724526575871	FALSE
PSME2	3	47	85	294.297872340426	2	57	62	159	238.5	1.74661763892988	FALSE
MRPL15	6	65	131	186	5	56	67	108.625	130.35	1.74546516867073	FALSE
SNRNP200	5	26	54.5	115.076923076923	3	10	47.5	102.4	170.666666666667	1.74499467083985	FALSE
RCN2	4	32	240	348.375	3	72	233.5	302.763888888889	403.685185185185	1.74280511254202	FALSE
NDUFC1	3	49	262	267.612244897959	2	79	138	141.582278481013	212.373417721519	1.7422444491208	FALSE
EEF1B2	2	113	223	284.212389380531	1	15	133	169.666666666667	339.333333333333	1.74131664630855	FALSE
SEC23A	4	24	168.5	217.958333333333	3	47	18	122.148936170213	162.86524822695	1.74109709270665	FALSE
CCND2	4	10	375	338.3	3	116	269.5	294.948275862069	393.264367816092	1.7400812372075	FALSE
TNPO1	3	20	312.5	385.4	2	96	107	293.385416666667	440.078125	1.73781361350158	FALSE
GOLGA8A	5	16	384	519.6875	3	59	114	344.610169491525	574.350282485876	1.73769173470215	FALSE
PTRHD1	4	11	0	76	2	36	59	65.3055555555556	130.611111111111	1.73728101272883	FALSE
GABPB1-AS1	4	53	35	135.88679245283	3	56	47	142.696428571429	190.261904761905	1.73540016697715	FALSE
SCFD1	4	24	232	268.916666666667	2	57	28	107.280701754386	214.561403508772	1.7352416026958	FALSE
MORF4L1P1	2	78	41	36.8461538461538	1	45	42	45.4888888888889	90.9777777777778	1.73345105598381	FALSE
MCL1	7	13	220	505.923076923077	3	52	150	240.019230769231	560.044871794872	1.73337219091876	FALSE
FUS	3	73	82	137.575342465753	2	41	92	127.780487804878	191.670731707317	1.73316025009213	FALSE
ACIN1	3	47	23	117.574468085106	2	57	6	42.3508771929825	63.5263157894737	1.73278085163758	FALSE
UBAP2L	6	19	53	120.894736842105	4	47	17	44.8085106382979	67.2127659574468	1.72982845217992	FALSE
RIF1	5	25	31	167.52	3	18	20	68.4444444444444	114.074074074074	1.72791460542273	FALSE
UFM1	3	41	172	260.414634146341	2	74	148.5	209.162162162162	313.743243243243	1.72696025667335	FALSE
ACTR10	4	42	140	193.47619047619	3	39	56	105.205128205128	140.273504273504	1.72593356036934	FALSE
NME4	4	16	76	86.875	3	73	59	104.986301369863	139.981735159817	1.72514960313899	FALSE
PRELID1	3	42	145.5	157.428571428571	2	88	8.5	69.5681818181818	104.352272727273	1.72490062953436	FALSE
NPC2	4	41	228	295.292682926829	3	40	179.5	181.725	242.3	1.72421590764079	FALSE
GDI2	2	92	26	88.3152173913043	1	38	20	70.5263157894737	141.052631578947	1.7221188317227	FALSE
CAMK2D	3	85	29	92.5529411764706	2	41	63	96.8048780487805	145.207317073171	1.72143446951618	FALSE
MYL12A	6	58	664.5	816.241379310345	5	34	594	636.323529411765	763.588235294118	1.72142430881935	FALSE
CNIH1	4	42	137.5	240.690476190476	3	39	115	141.307692307692	188.410256410256	1.71833740463796	FALSE
CSTB	3	11	0	114.818181818182	2	105	81	111.295238095238	166.942857142857	1.71704336284721	FALSE
PRRX1	6	19	107	198.210526315789	4	47	108	166.872340425532	250.308510638298	1.71682092071706	FALSE
MRPS11	5	16	60	84.375	3	71	60	81.830985915493	136.384976525822	1.71608665776044	FALSE
IVNS1ABP	4	71	12	83.9718309859155	3	50	9.5	101.98	135.973333333333	1.71601589078419	FALSE
UFM1	2	74	148.5	209.162162162162	1	10	42.5	78.6	157.2	1.71568721390906	FALSE
AKAP13	4	34	19	103.794117647059	3	71	5	38.9718309859155	51.962441314554	1.71459525495537	FALSE
TATDN1	7	23	162	145.086956521739	5	24	0	66.7083333333333	93.3916666666667	1.7134509747547	FALSE
MYC	7	23	84	150.565217391304	6	79	83	173.139240506329	201.995780590717	1.71122128016511	FALSE
GTF2A2	4	53	96	112.264150943396	3	56	101.5	122.571428571429	163.428571428571	1.70896805944586	FALSE
NEMF	3	47	4	118.170212765957	2	57	48	112.877192982456	169.315789473684	1.70880807999359	FALSE
UNC50	4	90	91.5	150.555555555556	3	10	53	151.2	201.6	1.70794848141968	FALSE
MATN2	7	11	16	177.636363636364	6	70	36.5	108.685714285714	126.8	1.7061744775794	FALSE
ATP1B1	6	19	40	129.210526315789	4	47	42	119.872340425532	179.808510638298	1.70413321614714	FALSE
TSPAN3	5	15	254	314	4	32	154	210.9375	263.671875	1.7018107508358	FALSE
VPS13C	4	53	4	75.2075471698113	3	56	7.5	94.1428571428571	125.52380952381	1.70170837291174	FALSE
PSMA4	4	32	401	399.15625	3	72	279	337.097222222222	449.462962962963	1.7016259414823	FALSE
ZFP36L1	5	16	289	367.3125	2	32	136.5	167.03125	417.578125	1.70127108691808	FALSE
HIF1A	5	16	255	286.0625	3	40	62	141.525	235.875	1.70059556262276	FALSE
EIF2S2	4	82	145	163.365853658537	3	41	84	160.073170731707	213.430894308943	1.69953457312778	FALSE
SNW1	5	16	65.5	154.75	3	40	26	63	105	1.69679308508174	FALSE
ZFP36L1	3	40	149	201	2	32	136.5	167.03125	250.546875	1.6950162680432	FALSE
PHF20L1	6	79	99	192.987341772152	5	24	70.5	201.916666666667	242.3	1.69295841406165	FALSE
GABARAPL2	2	48	5	94.1666666666667	1	15	47	71.7333333333333	143.466666666667	1.69284691927723	FALSE
COX16	4	41	70	76.7560975609756	2	32	52	63	126	1.6923524622239	FALSE
GTF2A2	5	14	159.5	189.428571428571	4	53	96	112.264150943396	140.330188679245	1.69106718714108	FALSE
SNHG19	4	16	89.5	174.6875	3	73	66	167.684931506849	223.579908675799	1.68924143323112	FALSE
SSB	4	99	231	272.808080808081	3	23	186	168.04347826087	224.057971014493	1.68797559814114	FALSE
TM9SF2	3	96	146.5	214.708333333333	2	22	17.5	110.681818181818	166.022727272727	1.68740058067155	FALSE
EIF4E	3	85	40	117.211764705882	2	41	49	110.268292682927	165.40243902439	1.68296300330387	FALSE
COX5A	4	32	108.5	120.1875	3	72	96.5	126.236111111111	168.314814814815	1.68239163159965	FALSE
NDUFB1	5	17	206	212.823529411765	4	52	113.5	131.788461538462	164.735576923077	1.68203628587407	FALSE
MAP1B	3	20	95.5	210.3	2	96	78	172.083333333333	258.125	1.67965497869933	FALSE
BNIP3L	3	92	115.5	194.054347826087	2	37	90	161.189189189189	241.783783783784	1.67878630212432	FALSE
NDUFB10	4	16	86.5	218.875	2	41	63	85.6341463414634	171.268292682927	1.67766814485454	FALSE
PTMA	2	109	499	629.073394495413	1	16	262.5	290.75	581.5	1.67736414065746	FALSE
MRPL52	3	47	39	84.6170212765958	2	57	75	88.1052631578947	132.157894736842	1.67706715668287	FALSE
YY1	5	17	28	77	3	54	17.5	74.6296296296296	124.382716049383	1.6756199515208	FALSE
TATDN1	6	79	84	127.430379746835	5	24	0	66.7083333333333	80.05	1.67559853720765	FALSE
GPBP1	3	40	86	182.5	2	89	9	90.1685393258427	135.252808988764	1.67437599348902	FALSE
USP9X	2	109	33	124.522935779817	1	16	0	38.6875	77.375	1.6734626833075	FALSE
AHSA1	3	40	0	49.525	2	32	29.5	64.375	96.5625	1.67244423132792	FALSE
RPL13AP5	2	96	43	46.8020833333333	1	34	44	46.8235294117647	93.6470588235294	1.67066301605831	FALSE
DCAF13	7	11	330	460.272727272727	5	45	226	362.222222222222	507.111111111111	1.67060190129825	FALSE
APP	3	11	96	165.545454545455	1	14	17.5	70.7857142857143	212.357142857143	1.6703543046871	FALSE
AKR1A1	3	49	45	144.510204081633	2	80	15.5	65.2125	97.81875	1.66923739909242	FALSE
CHD9	3	75	214	290.506666666667	2	45	86	224.777777777778	337.166666666667	1.66894473445773	FALSE
PDIA3P1	8	20	9	10.1	3	52	15	21.25	56.6666666666667	1.66807515139452	FALSE
UBR5	6	70	43	108.385714285714	5	45	76	129.111111111111	154.933333333333	1.66789747133399	FALSE
CAMTA1	3	47	63	130.106382978723	2	82	33	55.7073170731707	83.5609756097561	1.66787683563502	FALSE
MAF	2	48	59.5	176.541666666667	1	15	50	65.1333333333333	130.266666666667	1.66534642742494	FALSE
SNX6	4	24	113	174.208333333333	3	47	8	95.9574468085106	127.943262411348	1.66525323225521	FALSE
BCAP31	2	33	48	142.69696969697	1	95	10	48.2210526315789	96.4421052631579	1.66515741244092	FALSE
GABARAPL2	3	67	105	168.985074626866	1	15	47	71.7333333333333	215.2	1.66478225608382	FALSE
RPL36AL	4	24	435	517.708333333333	2	57	184	235.754385964912	471.508771929825	1.66463785259205	FALSE
RHEB	5	37	217	264.459459459459	4	63	135	174.857142857143	218.571428571429	1.66169942198295	FALSE
RGS2	4	71	174	742.098591549296	3	50	84	590.98	787.973333333333	1.66157363274607	FALSE
RPL26L1	3	42	26.5	50.5476190476191	2	88	39.5	64.2386363636364	96.3579545454545	1.66096347239877	FALSE
DPM3	6	19	175	188.315789473684	4	47	91	95.0425531914894	142.563829787234	1.6604097008677	FALSE
EID1	4	53	525	527.11320754717	3	56	419	429.589285714286	572.785714285714	1.65965484854243	FALSE
DCTN6	3	92	37	90.3804347826087	2	37	50	90.6756756756757	136.013513513514	1.65927977034483	FALSE
KHDRBS1	3	47	0	40.8085106382979	2	82	31	57.6219512195122	86.4329268292683	1.65919732027741	FALSE
SNRPE	4	22	606	601.136363636364	2	53	310	323.377358490566	646.754716981132	1.65913960478571	FALSE
COX5B	5	26	417.5	443.076923076923	4	90	364.5	390.877777777778	488.597222222222	1.65820510744514	FALSE
FMNL2	5	25	31	207.44	3	18	79	97.1666666666667	161.944444444444	1.65796897265767	FALSE
PSME1	4	24	5	70.5416666666667	2	57	3	57.9473684210526	115.894736842105	1.65660669195002	FALSE
CNIH1	3	39	115	141.307692307692	2	30	18.5	124.366666666667	186.55	1.65554474904905	FALSE
PDIA4	4	63	47	103.714285714286	3	24	75.5	111.625	148.833333333333	1.65435992390619	FALSE
RPLP1	4	32	3961	3708.8125	3	72	2634.5	2815.44444444444	3753.92592592593	1.654305808792	FALSE
RSL24D1	4	53	297	337.056603773585	3	56	262.5	286.607142857143	382.142857142857	1.65404414729025	FALSE
DPY19L4	7	11	61	104.363636363636	6	70	65.5	128.028571428571	149.366666666667	1.65324175821035	FALSE
RHEB	5	37	217	264.459459459459	3	24	88	131.75	219.583333333333	1.65201535995353	FALSE
ETV1	5	90	78.5	170.133333333333	4	28	59.5	171.964285714286	214.955357142857	1.65149146195954	FALSE
SNAP23	5	16	71.5	88.4375	3	59	42	79.9491525423729	133.248587570621	1.65138548442159	FALSE
RNF181	3	83	121	129.795180722892	2	38	95	116.368421052632	174.552631578947	1.6508653434802	FALSE
DDX24	4	52	17.5	47.3846153846154	3	54	42	69.0555555555556	92.0740740740741	1.65020509420825	FALSE
